ISO,Question,Answer,Citation,Pincite ,Comment,,
AUT,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,,,
AUT,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,,,
AUT,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Ambiguous,"Cyber activities that result in physical damage or injury certainly constitute a violation of state sovereignty. Other – only limited – intrusions leading to, e.g. the temporary loss of functionality of critical infrastructure within a state or a cyber activity that temporarily prevents access to essential governmental services, may also constitute a violation of sovereignty.","Position Paper of the Republic of Austria: Cyber Activities and International Law. pg. 4 § 3, ¶ 4 (2024)","While interference with critical infrastructure is discussed as a potential violation of sovereignty, there is no mention of what should be the amount/level of such interference.",,
AUT,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
AUT,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Ambiguous,"Similarly, cyber espionage activities, including industrial cyber espionage against corporations, within a state’s territory may also violate the state’s sovereignty.","Position Paper of the Republic of Austria: Cyber Activities and International Law. pg. 4 § 3, ¶ 4 (2024)",“may”¶It is ambiguous because the language uses the word “may.”,,
AUT,13(a) Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty,Yes,"A cyber activity violates the sovereignty of another state when it violates a state’s territorial integrity, as well as when it constitutes an interference with or usurpation of an inherently governmental function of a state.","Position Paper of the Republic of Austria: Cyber Activities and International Law. pg. 4 § 3, ¶ 4 (2024)",,,
AUT,14. Are violations of sovereignty assessed on a case-by-case basis?,Silent,,,,,
BEL,1. Is sovereignty a foundational principle of the international legal order?,,,,,,
BEL,2.  Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,,,,,,
BEL,"2(a) Does sovereignty encompass the right of a State to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",,,,,,
BEL,2(b) Does sovereignty encompass the right of a State to control government data stored or transmitted inside its territory?,,,,,,
