ISO,Question,Answer,Citation,Pincite ,Comment,
BRA,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"The principle of non-intervention, which is considered customary international
law, refers to “the right of every sovereign State to conduct its affairs without outside interference” ","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 18, §2, ¶1 (2021).",,
BRA,2. Is the scope of the principle of non-intervention uncertain?    ,Silent,,,,
BRA,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,...the customary norm prohibiting intervention in the internal affairs of another State applies irrespective of the means or medium used and extends to the use of ICTs by States.,"Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, §2, ¶1 (2021).", ,
BRA,4. Is coercion a constituent element of prohibited intervention?, Yes,"To violate the principle of non-intervention, the malicious use of ICTs against another State must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy. ","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, §2, ¶ 2 (2021).", ,
BRA,4.1 Is coercion limited to the employment of physical force? ,Ambiguous,"“To violate the principle of non-intervention, the malicious use of ICTs against another State must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy’","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, ¶ 2 (2021)
",Brazil’s national position does not mention what kinds of force will constitute coercion.,
BRA,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,,,
BRA, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Ambiguous,"To violate the principle of non-intervention, the malicious use of ICTs against another State must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy. If attributable to a State, this breach entails this State’s international responsibility. ","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, ¶ 2 (2021)
",,
BRA, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Yes,"To violate the principle of non-intervention, the malicious use of ICTs against another State must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy. If attributable to a State, this breach entails this State’s international responsibility.","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, ¶ 2 (2021)",,
BRA,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",,,
BRA,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Silent,,"
", Brazil’s national position does not mention what kinds of acts will constitute coercion.,
BRA,4.7 Is intent a constituent element of coercion?    ,Silent,,,,
BRA,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent,,,  ,
BRA,4.9 Can coercion be indirect?    ,Silent ,,,,
BRA, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,,,
BRA,5. Does intervention include forms of persuasion or propaganda?   ,Silent,,,,
BRA,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
BRA,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,"...the malicious use of ICTs... must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy.","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, ¶ 2 (2021)",,
BRA,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"To violate the principle of non-intervention, the malicious use of ICTs against another State must involve an element of coercion affecting the right of the victim State to freely choose its political, economic, social and cultural system, and to formulate its foreign policy. If attributable to a State, this breach entails this State’s international responsibility.","Brazil, UNGA Official Compendium of Voluntary National Contributions, pg. 19, ¶ 2 (2021)
","It includes ‘foreign policy,’ which comes under external affairs.",
